id,sender_surname,sender_forename,recipient_surname,recipient_forename,sorting_date,date,sender_address,recipient_address,source,languages, extent, filename
Faraday0022,"Faraday","Michael","Abbott","Benjamin",1813-05-28,"28 May 1813","","","IEE MS SC 123","","","Faraday0022.xml"
Faraday0023,"Faraday","Michael","Abbott","Benjamin",1813-06-01,"1 June 1813","","","IEE MS SC 123","","","Faraday0023.xml"
Faraday0024,"Faraday","Michael","Abbott","Benjamin",1813-06-04,"4 and 5 June 1813","","","IEE MS SC 123","","","Faraday0024.xml"
Faraday0025,"Faraday","Michael","Abbott","Benjamin",1813-06-11,"11 June 1813","","","IEE MS SC 123","","","Faraday0025.xml"
Faraday0026,"Faraday","Michael","Abbott","Benjamin",1813-06-18,"18 June 1813","","","IEE MS SC 123","","","Faraday0026.xml"
Faraday0027,"Faraday","Michael","Abbott","Benjamin",1813-06-25,"c25 June 1813","","","IEE MS SC 123","","","Faraday0027.xml"
Faraday0028,"Faraday","Michael","an unidentified Aunt and Uncle","",1813-09-13,"13 September 1813","","","Bence Jones (1870a), 1: 79-80.","","","Faraday0028.xml"
Faraday0029,"Faraday","Michael","Abbott","Benjamin",1813-10-02,"[2 or 9] Oct 1813","","","IEE MS SC 123","","","Faraday0029.xml"
Faraday0030,"Riebau","George","an unidentified journal","",1813-10-01,"October or November 1813","","","RI MS F1 BA","","","Faraday0030.xml"
Faraday0031,"Faraday","Michael","Faraday","Margaret",1813-12-09,"9 December 1813","","","Bence Jones (1870a), 1: 99-100.","","","Faraday0031.xml"
Faraday0032,"Faraday","Michael","Faraday","Margaret",1814-04-14,"14 April 1814","","","Bence Jones (1870a), 1: 123-6.","","","Faraday0032.xml"
Faraday0033,"Faraday","Michael","Abbott","Benjamin",1814-05-01,"1 May and 24 July 1814","","","IEE MS SC 123","","","Faraday0033.xml"
Faraday0034,"Faraday","Michael","Faraday","Margaret",1814-07-01,"1 July 1814","","","Bence Jones (1870a), 1: 143-4","","","Faraday0034.xml"
Faraday0035,"Faraday","Michael","Abbott","Robert G.",1814-08-06,"6 August 1814","","","IEE MS SC 123","","","Faraday0035.xml"
Faraday0036,"Faraday","Michael","Faraday","Margaret",1814-08-19,"19 August 1814","","","Bence Jones (1870a), 1: 149-52.","","","Faraday0036.xml"
Faraday0037,"Faraday","Michael","Abbott","Benjamin",1814-09-06,"6 September 1814","","","IEE MS SC 123","","","Faraday0037.xml"
Faraday0038,"Faraday","Michael","Faraday","Margaret",1814-11-10,"10 November 1814","","","Bence Jones (1870a), 1: 165-9.","","","Faraday0038.xml"
Faraday0039,"Abbott","Benjamin","Faraday","Michael",1814-11-20,"20 and 22 Nov 1814","","","IEE MS SC 123","","","Faraday0039.xml"
Faraday0040,"Faraday","Michael","Abbott","Benjamin",1814-11-26,"26 and 30 Nov 1814","","","IEE MS SC 123","","","Faraday0040.xml"
Faraday0041,"Faraday","Michael","Gray","Elizabeth",1814-12-21,"21 and 24 Dec 1814","","","Bence Jones (1870a), 1: 172-4.","","","Faraday0041.xml"
Faraday0042,"Abbott","Benjamin","Faraday","Michael",1814-12-25,"25 and 26 Dec 1814","","","IEE MS SC 123","","","Faraday0042.xml"
Faraday0043,"Faraday","Michael","Faraday","Margaret",1814-12-29,"29 December 1814","","","Bence Jones (1870a), 1: 175-7.","","","Faraday0043.xml"
Faraday0044,"Faraday","Michael","Riebau","George",1815-01-05,"5 January 1815","","","Thompson (1898), 30-2.","","","Faraday0044.xml"
Faraday0045,"Faraday","Michael","Abbott","Robert G.",1815-01-12,"12 January 1815","","","IEE MS SC 123","","","Faraday0045.xml"
Faraday0046,"Faraday","Michael","Abbott","Benjamin",1815-01-25,"25 January 1815","","","IEE MS SC 123","","","Faraday0046.xml"
Faraday0047,"Faraday","Michael","Faraday","Margaret",1815-02-13,"13 February 1815","","","Bence Jones (1870a), 1: 192-3","","","Faraday0047.xml"
Faraday0048,"Faraday","Michael","Huxtable","T.",1815-02-13,"13 February 1815","","","Bence Jones (1870a), 1: 193-5","","","Faraday0048.xml"
Faraday0049,"Faraday","Michael","Abbott","Benjamin",1815-02-23,"23 February 1815","","","IEE MS SC 123","","","Faraday0049.xml"
Faraday0050,"Faraday","Michael","Faraday","Margaret",1815-04-16,"16 April 1815","","","Bence Jones (1870a), 1: 206-8","","","Faraday0050.xml"
Faraday0051,"Faraday","Michael","Abbott","Benjamin",1815-04-29,"29 April 1815","","","IEE MS SC 123","","","Faraday0051.xml"
Faraday0052,"Faraday","Michael","Abbott","Benjamin",1815-06-27,"c27 June 1815","","","IEE MS SC 123","","","Faraday0052.xml"
Faraday0053,"Faraday","Michael","Abbott","Benjamin",1815-07-12,"12 July 1815","","","IEE MS SC 123","","","Faraday0053.xml"
Faraday0054,"Faraday","Michael","Abbott","Benjamin",1815-07-18,"18 July 1815","","","IEE MS SC 123","","","Faraday0054.xml"
Faraday0055,"Faraday","Michael","Abbott","Benjamin",1815-08-01,"1 August 1815","","","IEE MS SC 123","","","Faraday0055.xml"
Faraday0056,"Davy","Humphry","Faraday","Michael",1815-08-03,"3 August 1815","","","RI MS F1 I022","","","Faraday0056.xml"
Faraday0057,"Faraday","Michael","Abbott","Benjamin",1815-09-13,"13 September 1815","","","IEE MS SC 123","","","Faraday0057.xml"
Faraday0058,"Faraday","Michael","Abbott","Benjamin",1815-09-15,"15 September 1815","","","IEE MS SC 123","","","Faraday0058.xml"
Faraday0059,"Davy","Humphry","Faraday","Michael",1815-09-20,"20 September 1815","","","IEE MS SC 2","","","Faraday0059.xml"
Faraday0060,"Davy","Humphry","Faraday","Michael",1815-10-01,"1 October 1815","","","IEE MS SC 2","","","Faraday0060.xml"
Faraday0061,"Faraday","Michael","Abbott","Benjamin",1816-01-10,"10 January 1816","","","IEE MS SC 123","","","Faraday0061.xml"
Faraday0062,"Faraday","Michael","Abbott","Benjamin",1816-01-14,"14 January 1816","","","IEE MS SC 123","","","Faraday0062.xml"
Faraday0063,"Faraday","Michael","Abbott","Benjamin",1816-02-09,"9 February 1816","","","IEE MS SC 123","","","Faraday0063.xml"
Faraday0064,"Faraday","Michael","Abbott","Benjamin",1816-03-04,"4 March 1816","","","IEE MS SC 123","","","Faraday0064.xml"
Faraday0065,"Davy","Humphry","Faraday","Michael",1816-07-01,"1 July 1816","","","IEE MS SC 2, CPB following p.100","","","Faraday0065.xml"
Faraday0065a,"Faraday","Michael","Clarke","Edward Daniel",1816-08-06,"6 August 1816","","","Herbert Obodda","","","Faraday0065a.xml"
Faraday0065b,"Faraday","Michael","Clarke","Edward Daniel",1816-08-08,"8 August 1816","","","Herbert Obodda","","","Faraday0065b.xml"
Faraday0066,"Faraday","Michael","Abbott","Benjamin",1816-08-20,"20 August 1816","","","IEE MS SC 123","","","Faraday0066.xml"
Faraday0067,"Clarke","Edward Daniel","Faraday","Michael",1816-08-26,"26 August 1816","","","WIHM MS Clarke autograph letter file","","","Faraday0067.xml"
Faraday0067a,"Faraday","Michael","Clarke","Edward Daniel",1816-08-27,"27 August 1816","","","Herbert Obodda","","","Faraday0067a.xml"
Faraday0067b,"Faraday","Michael","Clarke","Edward Daniel",1816-08-29,"29 August 1816","","","Herbert Obodda","","","Faraday0067b.xml"
Faraday0067c,"Faraday","Michael","Clarke","Edward Daniel",1816-09-19,"19 September 1816","","","Herbert Obodda","","","Faraday0067c.xml"
Faraday0067d,"Bailey","Henry","Faraday","Michael",1816-09-20,"20 September 1816","","","WTDC WL MS STANGER / 1 / 186.3","","","Faraday0067d.xml"
Faraday0068,"Faraday","Michael","Abbott","Benjamin",1816-09-23,"23 September 1816","","","IEE MS SC 123","","","Faraday0068.xml"
Faraday0069,"Faraday","Michael","Abbott","Benjamin",1816-10-28,"28 October 1816","","","IEE MS SC 123","","","Faraday0069.xml"
Faraday0070,"Faraday","Michael","Abbott","Benjamin",1816-12-31,"31 December 1816","","","IEE MS SC 123","","","Faraday0070.xml"
Faraday0071,"Faraday","Michael","Abbott","Benjamin",1817-01-20,"20 January 1817","","","IEE MS SC 123","","","Faraday0071.xml"
Faraday0072,"Faraday","Michael","Abbott","Benjamin",1817-04-15,"15 April 1817","","","IEE MS SC 123","","","Faraday0072.xml"
Faraday0073,"Faraday","Michael","Abbott","Benjamin",1817-06-09,"9 June 1817","","","IEE MS SC 123","","","Faraday0073.xml"
Faraday0074,"Faraday","Michael","Faraday","Margaret",1817-06-27,"27 June 1817","","","Bence Jones (1870a), 1: 249-50","","","Faraday0074.xml"
Faraday0075,"Faraday","Michael","Abbott","Benjamin",1817-07-25,"25 July 1817","","","IEE MS SC 123","","","Faraday0075.xml"
Faraday0076,"Faraday","Michael","Abbott","Benjamin",1817-07-31,"31 July 1817","","","IEE MS SC 123","","","Faraday0076.xml"
Faraday0077,"Davy","Humphry","Faraday","Michael",1817-08-06,"6 August 1817","","","IEE MS SC 2","","","Faraday0077.xml"
Faraday0078,"Faraday","Michael","Abbott","Benjamin",1817-09-01,"September 1817","","","IEE MS SC 123","","","Faraday0078.xml"
Faraday0079,"Faraday","Michael","Abbott","Benjamin",1817-09-25,"25 September 1817","","","IEE MS SC 123","","","Faraday0079.xml"
Faraday0079a,"Faraday","Michael","Winkworth","Thomas",1817-10-23,"23 October 1817","","","RI MS","","","Faraday0079a.xml"
Faraday0080,"Faraday","Michael","Abbott","Benjamin",1817-11-25,"25 November 1817","","","IEE MS SC 123","","","Faraday0080.xml"
Faraday0080a,"Faraday","Michael","Winkworth","Thomas",1817-11-25,"25 November 1817","","","RI MS","","","Faraday0080a.xml"
Faraday0081,"Faraday","Michael","Abbott","Benjamin",1818-02-27,"27 February 1818","","","IEE MS SC 123","","","Faraday0081.xml"
Faraday0082,"Faraday","Michael","Flexman","William",1818-05-03,"3 May 1818","","","Bence Jones (1870a), 1: 284-6","","","Faraday0082.xml"
Faraday0082a,"Faraday","Michael","Huxtable","John",1818-05-03,"3 May 1818","","","Keith Stait-Gardner","","","Faraday0082a.xml"
Faraday0083,"Davy","Humphry","Faraday","Michael",1818-06-05,"5 June 1818","","","RI MS F8, 326","","","Faraday0083.xml"
Faraday0084,"Davy","Humphry","Faraday","Michael",1818-06-26,"26 June 1818","","","RI MS F8, 358","","","Faraday0084.xml"
Faraday0085,"Faraday","Michael","Cock","Simon",1818-08-12,"12 August 1818","","","WIHM MS FALF","","","Faraday0085.xml"
Faraday0086,"Faraday","Michael","the Proprietors of the Literary Gazette","",1818-08-24,"24 August 1818","","","SI D MS 554A","","","Faraday0086.xml"
Faraday0087,"Davy","Humphry","Faraday","Michael",1818-09-23,"23 September 1818","","","IEE MS SC 2","","","Faraday0087.xml"
Faraday0088,"Faraday","Michael","Rive","Charles-Gaspard De la",1818-10-06,"6 October 1818","","","BPUG MS 2311, f.53-4","","","Faraday0088.xml"
Faraday0089,"Faraday","Michael","Savage","William",1818-10-08,"8 October 1818","","","Savage (1822), 80-4","","","Faraday0089.xml"
Faraday0090,"Davy","Humphry","Faraday","Michael",1818-10-09,"9 October 1818","","","IEE MS SC 2","","","Faraday0090.xml"
Faraday0091,"Davy","Humphry","Faraday","Michael",1818-10-01,"October 1818","","","RI MS F8, 358","","","Faraday0091.xml"
Faraday0092,"Faraday","Michael","Abbott","Benjamin",1818-12-08,"8 December 1818","","","IEE MS SC 123","","","Faraday0092.xml"
Faraday0093,"Faraday","Michael","Guest","Josiah John",1819-01-06,"6 January 1819","","","GAS MS D/D G Letterbook 1819<> 368(ii)","","","Faraday0093.xml"
Faraday0094,"Faraday","Michael","Wedgwood","Josiah",1819-02-12,"12 February 1819","","","WM MS E31-23955","","","Faraday0094.xml"
Faraday0094a,"Rive","Charles-Gaspard De La","Faraday","Michael",1819-02-15,"15 February 1819","","","BPUG MS DO. autogr.","","","Faraday0094a.xml"
Faraday0095,"Davy","Humphry","Faraday","Michael",1819-02-18,"18 February 1819","","","RI MS F8, 364","","","Faraday0095.xml"
Faraday0096,"Faraday","Michael","Wedgwood","Josiah",1819-02-23,"23 February 1819","","","WM MS E31-23956","","","Faraday0096.xml"
Faraday0097,"Faraday","Michael","Guest","Josiah John",1819-03-01,"March 1819","","","GAS MS D/D G Letterbook 1819<> 369","","","Faraday0097.xml"
Faraday0098,"Faraday","Michael","Wedgwood","Josiah",1819-03-14,"14 March 1819","","","WM MS E31-23958 and 23957","","","Faraday0098.xml"
Faraday0099,"Davy","Humphry","Faraday","Michael",1819-04-03,"3 April 1819","","","RI MS F8, 364","","","Faraday0099.xml"
Faraday0100,"Faraday","Michael","Abbott","Benjamin",1819-04-27,"27 April 1819","","","IEE MS SC 123","","","Faraday0100.xml"
Faraday0101,"Davy","Humphry","Faraday","Michael",1819-05-07,"7 May 1819","","","RI MS F8, 364","","","Faraday0101.xml"
Faraday0102,"Davy","Humphry","Faraday","Michael",1819-05-15,"15 May 1819","","","RI MS F8, 364","","","Faraday0102.xml"
Faraday0103,"Faraday","Michael","Guest","Josiah John",1819-07-20,"20 July 1819","","","GAS MS D/D G Letterbook 1819<>, 370","","","Faraday0103.xml"
Faraday0104,"Faraday","Michael","Guest","Josiah John",1819-08-26,"26 August 1819","","","GAS MS D/D G Letterbook 1819<>, 371","","","Faraday0104.xml"
Faraday0104a,"Davy","Humphry","Faraday","Michael",1819-09-17,"17 September 1819","","","The Autographic Mirror, 1865, vol 3, no. 324(1)","","","Faraday0104a.xml"
Faraday0105,"Faraday","Michael","Barnard","Sarah",1819-10-11,"11 October 1819","","","Thompson (1898), 47","","","Faraday0105.xml"
Faraday0106,"Davy","Humphry","Faraday","Michael",1819-11-01,"1 November 1819","","","RI MS F1 H20","","","Faraday0106.xml"
Faraday0107,"Davy","Humphry","Faraday","Michael",1819-11-16,"16 November 1819","","","RI MS F8, 368","","","Faraday0107.xml"
Faraday0108,"Davy","Humphry","Faraday","Michael",1819-12-10,"10 December 1819","","","RI MS F8, 368","","","Faraday0108.xml"
Faraday0109,"Faraday","Michael","Murray","John",1820-02-01,"1 February 1820","","","JMA","","","Faraday0109.xml"
Faraday0110,"Faraday","Michael","Phillips","Richard",1820-02-15,"15 February 1820","","","APS MS 509 L56.18","","","Faraday0110.xml"
Faraday0111,"Faraday","Michael","Rive","Charles-Gaspard De La",1820-04-20,"20 April 1820","","","BPUG MS 2311, f.55-6","","","Faraday0111.xml"
Faraday0112,"Davy","Humphry","Faraday","Michael",1820-05-01,"1 May 1820","","","Hartley (1966), 122-3","","","Faraday0112.xml"
Faraday0113,"Faraday","Michael","Phillips","Richard",1820-05-30,"30 May 1820","","","SI D MS 554A","","","Faraday0113.xml"
Faraday0114,"Faraday","Michael","Rive","Charles-Gaspard De La",1820-06-26,"26 June 1820","","","BPUG MS 2311, f.57-8","","","Faraday0114.xml"
Faraday0115,"Faraday","Michael","Barnard","Sarah",1820-07-05,"5 July 1820","","","Bence Jones (1870a), 1: 317","","","Faraday0115.xml"
Faraday0115a,"Faraday","Michael","Paris","John Ayrton",1820-07-25,"25 July 1820","","","Lond.Med.Repos., 1821, 15: 431-1","","","Faraday0115a.xml"
Faraday0116,"Faraday","Michael","Barnard","Sarah",1820-08-08,"8 August 1820","","","Bence Jones (1870a), 1: 321","","","Faraday0116.xml"
Faraday0117,"Davy","Humphry","Faraday","Michael",1820-08-09,"9 August 1820","","","RI MS F1 I018","","","Faraday0117.xml"
Faraday0118,"Davy","Humphry","Faraday","Michael",1820-08-11,"11 August 1820","","","IEE MS SC 2","","","Faraday0118.xml"
Faraday0119,"Davy","Humphry","Faraday","Michael",1820-09-23,"23 September 1820","","","IEE MS SC 2","","","Faraday0119.xml"
Faraday0120,"Davy","Humphry","Faraday","Michael",1820-10-04,"4 October 1820","","","IEE MS SC 2","","","Faraday0120.xml"
Faraday0121,"Faraday","Michael","Barnard","Sarah",1820-11-29,"29 November 1820","","","Bence Jones (1870a), 1: 321-2","","","Faraday0121.xml"
Faraday0122,"Faraday","Michael","Barnard","Sarah",1820-12-01,"December 1820","","","Bence Jones (1870a), 1: 322","","","Faraday0122.xml"
Faraday0123,"Faraday","Michael","Marcet","Alexander John Gaspard",1821-01-03,"3 January 1821","","","RI MS F1 B01","","","Faraday0123.xml"
Faraday0124,"Gay-Lussac","Joseph Louis","Faraday","Michael",1821-01-12,"12 January 1821","","","IEE MS SC 2","","","Faraday0124.xml"
Faraday0125,"Faraday","Michael","Abbott","Benjamin",1821-02-01,"1 February 1821","","","IEE MS SC 123","","","Faraday0125.xml"
Faraday0126,"Faraday","Michael","Barnard","Sarah",1821-02-12,"12 February 1821","","","Bence Jones (1870a), 1: 323","","","Faraday0126.xml"
Faraday0127,"Faraday","Michael","Barnard","Sarah",1821-02-20,"c late February 1821","","","Bence Jones (1870a), 1: 323-4","","","Faraday0127.xml"
Faraday0128,"Davy","Humphry","Faraday","Michael",1821-03-01,"March 1821?","","","RI MS BJ","","","Faraday0128.xml"
Faraday0129,"Davy","Humphry","Faraday","Michael",1821-03-11,"11 March 1821","","","IEE MS SC 2","","","Faraday0129.xml"
Faraday0130,"Faraday","Michael","Harrison","T.",1821-03-25,"25 March 1821","","","Sutro Library MS Crocker 12","","","Faraday0130.xml"
Faraday0131,"Faraday","Michael","Barnard","Jane",1821-05-05,"5 May 1821","","","Bence Jones (1870a), 1: 325","","","Faraday0131.xml"
Faraday0132,"Faraday","Michael","Hatchett","Charles",1821-05-15,"15 May 1821","","","Archives of University College Swansea, Royal Institution of South Wales Papers, Hatchett MS A/25","","","Faraday0132.xml"
Faraday0133,"Faraday","Michael","Abbott","Benjamin",1821-05-15,"15 May 1821","","","IEE MS SC 123","","","Faraday0133.xml"
Faraday0134,"Faraday","Michael","Rive","Charles-Gaspard De La",1821-05-19,"19 May 1821","","","BPUG MS 2311, f.59","","","Faraday0134.xml"
Faraday0135,"Faraday","Michael","Reid","Mary",1821-06-01,"June 1821","","","Bence Jones (1870a), 1: 324","","","Faraday0135.xml"
Faraday0136,"Phillips","Richard","Faraday","Michael",1821-06-03,"3 June 1821","","","Phillips (1821), 333","","","Faraday0136.xml"
Faraday0137,"Faraday","Michael","Phillips","Richard",1821-06-05,"5 June 1821","","","Phillips (1821), 333","","","Faraday0137.xml"
Faraday0138,"Gilbert","Ludwig Wilhelm","Faraday","Michael",1821-06-05,"5 June 1821","","","RI MS F1 L/1/05","","","Faraday0138.xml"
Faraday0139,"Hachette","Jean Nicolas Pierre","Faraday","Michael",1821-06-06,"6 June 1821","","","IEE MS SC 2","","","Faraday0139.xml"
Faraday0140,"Phillips","Richard","Faraday","Michael",1821-06-08,"8 June 1821","","","RI MS F3 B87","","","Faraday0140.xml"
Faraday0141,"Hachette","Jean Nicolas Pierre","Faraday","Michael",1821-06-13,"13 June 1821","","","IEE MS SC 2","","","Faraday0141.xml"
Faraday0142,"Davy","Humphry","Faraday","Michael",1821-07-18,"18 July 1821","","","RI MS F8, 376","","","Faraday0142.xml"
Faraday0143,"Davy","Humphry","Faraday","Michael",1821-07-23,"23 July 1821","","","IEE MS SC 2","","","Faraday0143.xml"
Faraday0144,"Davy","Humphry","Faraday","Michael",1821-07-28,"28 July 1821","","","IEE MS SC 2","","","Faraday0144.xml"
Faraday0145,"Phillips","Richard","Faraday","Michael",1821-08-11,"11 August 1821","","","IEE MS SC 2","","","Faraday0145.xml"
Faraday0146,"Davy","Humphry","Faraday","Michael",1821-08-22,"22 August 1821","","","IEE MS SC 2","","","Faraday0146.xml"
Faraday0147,"Phillips","Richard","Faraday","Michael",1821-09-04,"4 September 1821","","","RI MS F1 I042","","","Faraday0147.xml"
Faraday0148,"Faraday","Michael","Rive","Charles-Gaspard De La",1821-09-12,"12 September 1821","","","BPUG MS 2311, f.61-2","","","Faraday0148.xml"
Faraday0149,"Davy","Humphry","Faraday","Michael",1821-09-14,"14 September 1821","","","RI MS","","","Faraday0149.xml"
Faraday0149a,"Faraday","Michael","Parker","John William",1821-09-19,"19 September 1821","","","Hal Kass","","","Faraday0149a.xml"
Faraday0150,"Brande","William Thomas","Faraday","Michael",1821-09-21,"late September 1821","","","UP VPL MS M B737","","","Faraday0150.xml"
Faraday0151,"Hachette","Jean Nicolas Pierre","Faraday","Michael",1821-10-06,"6 October 1821","","","IEE MS SC 2","","","Faraday0151.xml"
Faraday0152,"Faraday","Michael","Stodart","James",1821-10-08,"8 October 1821","","","IEE MS SC 3","","","Faraday0152.xml"
Faraday0153,"Faraday","Michael","Gilbert","Ludwig Wilhelm",1821-10-18,"18 October 1821","","","Deutsches Postmuseum","","","Faraday0153.xml"
Faraday0154,"Faraday","Michael","Wollaston","William Hyde",1821-10-30,"30 October 1821","","","IEE MS SC 2","","","Faraday0154.xml"
Faraday0155,"Hachette","Jean Nicolas Pierre","Faraday","Michael",1821-10-30,"30 October 1821","","","IEE MS SC 2","","","Faraday0155.xml"
Faraday0156,"Wollaston","William Hyde","Faraday","Michael",1821-11-01,"c1 November 1821","","","IEE MS SC 2","","","Faraday0156.xml"
Faraday0157,"Phillips","Richard","Faraday","Michael",1821-11-02,"2 November 1821","","","RI MS F1 K","","","Faraday0157.xml"
Faraday0158,"Faraday","Michael","Rive","Charles-Gaspard De La",1821-11-16,"16 November 1821","","","BPUG MS 2311, f.63","","","Faraday0158.xml"
Faraday0159,"Hachette","Jean Nicolas Pierre","Faraday","Michael",1821-11-19,"19 November 1821","","","IEE MS SC 2","","","Faraday0159.xml"
Faraday0160,"Hachette","Jean Nicolas Pierre","Faraday","Michael",1821-12-12,"12 December 1821","","","IEE MS SC 2","","","Faraday0160.xml"
Faraday0161,"Faraday","Michael","Marcet","Alexander John Gaspard",1822-01-15,"15 January 1822","","","RI MS F1 B02","","","Faraday0161.xml"
Faraday0162,"Ampère","André-Marie","Faraday","Michael",1822-01-23,"23 January 1822","","","IEE MS SC 2","","","Faraday0162.xml"
Faraday0163,"Hachette","Jean Nicolas Pierre","Faraday","Michael",1822-01-24,"24 January 1822","","","IEE MS SC 2","","","Faraday0163.xml"
Faraday0164,"Hachette","Jean Nicolas Pierre","Faraday","Michael",1822-01-27,"27 January 1822","","","IEE MS SC 2","","","Faraday0164.xml"
Faraday0165,"Faraday","Michael","Ampère","André-Marie",1822-02-02,"2 February 1822","","","SPK DD, Bl 1-3","","","Faraday0165.xml"
Faraday0165a,"Christie","Samuel Hunter","Faraday","Michael",1822-02-01,"1 February 1822","","","WIHM MS Christie autograph letter file","","","Faraday0165a.xml"
Faraday0166,"Barlow","Peter","Faraday","Michael",1822-02-04,"4 February 1822","","","Agnes Wilkinson","","","Faraday0166.xml"
Faraday0167,"Barlow","Peter","Faraday","Michael",1822-03-14,"14 March 1822","","","RI MS F1 H14a","","","Faraday0167.xml"
Faraday0168,"Ampère","André-Marie","Faraday","Michael",1822-03-29,"29 March 1822","","","IEE MS SC 2","","","Faraday0168.xml"
Faraday0169,"Barlow","Peter","Faraday","Michael",1822-04-06,"6 April 1822","","","Agnes Wilkinson","","","Faraday0169.xml"
Faraday0170,"Faraday","Michael","Deacon","S.",1822-05-03,"3 May 1822","","","R.E.W. Maddison","","","Faraday0170.xml"
Faraday0171,"Faraday","Michael","the the Holyhead Road Committee","",1822-05-07,"7 May 1822","","","Parliamentary Papers, 1822 <(417)> vi, p.191-5","","","Faraday0171.xml"
Faraday0172,"Faraday","Michael","Ampère","André-Marie",1822-05-26,"26 May 1822","","","SM MS 1176","","","Faraday0172.xml"
Faraday0173,"Ampère","André-Marie","Faraday","Michael",1822-07-10,"10 and 25 July 1822","","","IEE MS SC 2 and Launay (1936-43), 2: 587-9, 591-2","","","Faraday0173.xml"
Faraday0174,"Faraday","Michael","Faraday","Sarah",1822-07-21,"21 July 1822","","","Bence Jones (1870a), 1: 362-5","","","Faraday0174.xml"
Faraday0175,"Hachette","Jean Nicolas Pierre","Faraday","Michael",1822-07-23,"23 July 1822","","","IEE MS SC 2","","","Faraday0175.xml"
Faraday0176,"Faraday","Michael","Faraday","Sarah",1822-07-25,"25 July 1822","","","Bence Jones (1870a), 1: 366","","","Faraday0176.xml"
Faraday0177,"Faraday","Michael","Faraday","Sarah",1822-07-28,"28 July 1822","","","Bence Jones (1870a), 1: 366-9","","","Faraday0177.xml"
Faraday0178,"Hachette","Jean Nicolas Pierre","Faraday","Michael",1822-08-27,"27 August 1822","","","IEE MS SC 2","","","Faraday0178.xml"
Faraday0179,"Faraday","Michael","Ampère","André-Marie",1822-09-03,"3 September 1822","","","AS MS Ampère papers, Carton 9, Chap. X, Chem. 182 A<>","","","Faraday0179.xml"
Faraday0180,"Hachette","Jean Nicolas Pierre","Faraday","Michael",1822-09-16,"16 September 1822","","","IEE MS SC 2","","","Faraday0180.xml"
Faraday0181,"Rive","Charles-Gaspard De La","Faraday","Michael",1822-09-24,"24 September 1822","","","IEE MS SC 2","","","Faraday0181.xml"
