id,sender_surname,sender_forename,recipient_surname,recipient_forename,sorting_date,date,sender_address,recipient_address,source,languages, extent, filename
SOMERVILLE12,"Babbage","Charles","Somerville","Mary",1831-08-13,"13 Aug 1831","","","MSB1 / 234, Dep. c. 369, Bod, MS","","","SOMERVILLE12.xml"
SOMERVILLE13,"Babbage","Charles","Somerville","William",1832-01-20,"20 Jan 1832","","","MSB1 / 235, Dep. c. 369, Bod, MS","","","SOMERVILLE13.xml"
SOMERVILLE14,"Babbage","Charles","Somerville","William",1832-02-08,"8 Feb 1832","","","MSB1 / 236, Dep. c. 369, Bod, MS","","","SOMERVILLE14.xml"
SOMERVILLE15,"Babbage","Charles","Somerville","William",1833-07-12,"12 Jul 1833","","","MSB1 / 237, Dep. c. 369, Bod, MS","","","SOMERVILLE15.xml"
SOMERVILLE16,"Babbage","Charles","Somerville","Mary",1836-07-23,"23 Jul 1836","","","MSB1 / 238, Dep. c. 369, Bod, MS","","","SOMERVILLE16.xml"
SOMERVILLE17,"Babbage","Charles","Somerville","Mary",1833-12-14,"14 Dec 1833","","","MSB1 / 239, Dep. c. 369, Bod, MS","","","SOMERVILLE17.xml"
SOMERVILLE18,"Babbage","Charles","Somerville","William",1834-03-06,"6 Mar 1834","","","MSB1 / 240, Dep. c. 369, Bod, MS","","","SOMERVILLE18.xml"
SOMERVILLE19,"Babbage","Charles","Somerville","William",1834-05-23,"23 May 1834","","","MSB1 / 241, Dep. c. 369, Bod, MS","","","SOMERVILLE19.xml"
SOMERVILLE20,"Babbage","Charles","Somerville","Mary",1830-11-15,"15 Nov 183?","","","MSB1 / 242, Dep. c. 369, Bod, MS","","","SOMERVILLE20.xml"
SOMERVILLE21,"Babbage","Charles","Somerville","Mary",1834-07-16,"16 Jul 1834","","","MSB1 / 243, Dep. c. 369, Bod, MS","","","SOMERVILLE21.xml"
SOMERVILLE22,"Babbage","Charles","Somerville","Mary",1835-01-10,"10 Jan 1835","","","MSB1 / 244, Dep. c. 369, Bod, MS","","","SOMERVILLE22.xml"
SOMERVILLE23,"Babbage","Charles","Somerville","Mary",1835-01-22,"22 Jan 1835","","","MSB1 / 245, Dep. c. 369, Bod, MS","","","SOMERVILLE23.xml"
SOMERVILLE24,"Babbage","Charles","Somerville","Mary",1835-06-12,"12 Jun 1835","","","MSB1 / 246, Dep. c. 369, Bod, MS","","","SOMERVILLE24.xml"
SOMERVILLE25,"Babbage","Charles","Somerville","Mary",1835-10-08,"8 Oct 1835","","","MSB1 / 247, Dep. c. 369, Bod, MS","","","SOMERVILLE25.xml"
SOMERVILLE26,"Babbage","Charles","Somerville","Mary",1835-01-01,"undated (1835 post stamp","","Mrs Somerville, Chelsea Hospital","MSB1 / 248, Dep. c. 369, Bod, MS","","","SOMERVILLE26.xml"
SOMERVILLE27,"Babbage","Charles","Somerville","Mary",1836-02-07,"7 Feb 1836","","","MSB1 / 250, Dep. c. 369, Bod, MS","","","SOMERVILLE27.xml"
SOMERVILLE28,"Babbage","Charles","Somerville","William",1836-03-31,"31 Mar 1836","","Dr Somerville, Chelsea Hospital","MSB1 / 251, Dep. c. 369, Bod, MS","","","SOMERVILLE28.xml"
SOMERVILLE29,"Babbage","Charles","Somerville","William",1836-04-16,"16 Apr 1836","","","MSB1 / 252, Dep. c. 369, Bod, MS","","","SOMERVILLE29.xml"
SOMERVILLE30,"Babbage","Charles","Somerville","William",1836-05-01,"1 May 1836","","","MSB1 / 253, Dep. c. 369, Bod, MS","","","SOMERVILLE30.xml"
SOMERVILLE31,"Babbage","Charles","Somerville","Mary",1836-01-01,"undated (1836 post stamp)","","Mrs Somerville, Chelsea Hospital","MSB1 / 254, Dep. c. 369, Bod, MS","","","SOMERVILLE31.xml"
SOMERVILLE32,"Babbage","Charles","Somerville","William",1836-12-30,"30 Dec 1836","","","MSB1 / 256, Dep. c. 369, Bod, MS","","","SOMERVILLE32.xml"
SOMERVILLE33,"Babbage","Charles","Somerville","Mary",1837-05-13,"13 May 1837","","","MSB1 / 257, Dep. c. 369, Bod, MS","","","SOMERVILLE33.xml"
SOMERVILLE34,"Babbage","Charles","Somerville","Mary",1837-07-21,"21 Jul 1837","","","MSB1 / 258, Dep. c. 369, Bod, MS","","","SOMERVILLE34.xml"
SOMERVILLE35,"Babbage","Charles","Greig","(Woronzow?)",1847-04-26,"26 Apr 1847","","","MSB1 / 259, Dep. c. 369, Bod, MS","","","SOMERVILLE35.xml"
SOMERVILLE36,"Babbage","Charles","Adam","Fred",1841-12-25,"25 Dec 1841","","Right Honourable Sir Frederick Adam, Rome","MSB1 / 261, Dep. c. 369, Bod, MS","","","SOMERVILLE36.xml"
SOMERVILLE37,"Babbage","Charles","Somerville","Mary",1771-07-30,"30 Jul ????","","Mrs Somerville, Chelsea Hospital","MSB1 / 263, Dep. c. 369, Bod, MS","","","SOMERVILLE37.xml"
SOMERVILLE38,"Babbage","Charles","Somerville","William",1771-04-22,"n.d","","","MSB1 / 264, Dep. c. 369, Bod, MS","","","SOMERVILLE38.xml"
SOMERVILLE39,"Babbage","Charles","Somerville","William",1771-04-22,"n.d","","","MSB1 / 265, Dep. c. 369, Bod, MS","","","SOMERVILLE39.xml"
SOMERVILLE40,"Babbage","Charles","Somerville","William",1771-06-13,"13 Jun ????","","","MSB1 / 266, Dep. c. 369, Bod, MS","","","SOMERVILLE40.xml"
SOMERVILLE41,"Babbage","Charles","Somerville","William",1771-04-22,"n.d","","","MSB1 / 267, Dep. c. 369, Bod, MS","","","SOMERVILLE41.xml"
SOMERVILLE42,"Bailliere","H","Berkeley","Mr",1866-11-13,"13 Nov 1866","","","MSB4, Dep. c. 369, Bod, MS","","","SOMERVILLE42.xml"
SOMERVILLE43,"Baily","Francis","Somerville","William",1831-12-17,"17 Dec 1831","","","MSB4 / 289, Dep. c. 369, Bod, MS","","","SOMERVILLE43.xml"
SOMERVILLE44,"Somerville","Mary","Baily","Francis",1832-02-08,"8 Feb 1832","","","Somerville College Library","","","SOMERVILLE44.xml"
SOMERVILLE45,"Baily","Francis","Somerville","William",1833-02-03,"3 Feb 1833","","","MSB 4 / 290, Dep. c. 369, Bod, MS","","","SOMERVILLE45.xml"
SOMERVILLE46,"Baily","Francis","Somerville","William",1833-04-07,"7 Apr 1833","","","MSB 4/ 292, Dep. c. 369, Bod, MS","","","SOMERVILLE46.xml"
SOMERVILLE47,"Baily","Francis","Somerville","William",1833-05-28,"28 May 1833","","","MSB 4/ 294, Dep. c. 369, Bod, MS","","","SOMERVILLE47.xml"
SOMERVILLE48,"Baily","Francis","Somerville","William",1834-01-15,"15 Jan 1834","","","MSB 4/ 297, Dep. c. 369, Bod, MS","","","SOMERVILLE48.xml"
SOMERVILLE49,"Baily","Francis","Somerville","Mary",1836-03-01,"1 Mar 1836","","","MSB 4 / 298, Dep. c. 369, Bod, MS","","","SOMERVILLE49.xml"
SOMERVILLE50,"Baily","Francis","Somerville","Mary",1836-11-16,"16 Nov 1836","","","MSB 4 / 299, Dep. c. 369, Bod, MS","","","SOMERVILLE50.xml"
SOMERVILLE51,"Barth","Dr Adolph","Somerville","Mary",1850-10-30,"30 Oct 1850","","","MSB 4 / 302, Dep. c. 369, Bod, MS","","","SOMERVILLE51.xml"
SOMERVILLE52,"Beaufort","Francis","Somerville","Mary",1835-11-19,"19 Nov 1835","","","MSB 4 / 313, Dep. c. 369, Bod, MS","","","SOMERVILLE52.xml"
SOMERVILLE53,"Beaufort","Francis","Somerville","Mary",1836-11-07,"7 Nov 1836","","","MSB 4 / 314, Dep. c. 369, Bod, MS","","","SOMERVILLE53.xml"
SOMERVILLE54,"Beaufort","William","Somerville","Mary",1836-12-12,"12 Dec 1836","","Mrs Somerville, Royal Hospital Chelsea, 1836 postmark","MSB 4 / 315, Dep. c. 369, Bod, MS","","","SOMERVILLE54.xml"
SOMERVILLE55,"Potter","(William?)","Somerville","Mary",1835-03-21,"21 Mar 1835","","Mrs Somerville, care of Dr Somerville Royal Hospital Chelsea","MSB 4 / 316, Dep. c. 369, Bod, MS","","","SOMERVILLE55.xml"
SOMERVILLE56,"Beaufoy","Henry","Somerville","Mary",1834-07-07,"7 Jul 1834","","Mrs Somerville \& \& \&, Royal Hospital Chelsea","MSB 4 / 319, Dep. c. 369, Bod, MS","","","SOMERVILLE56.xml"
SOMERVILLE57,"Biot","Jean-Baptiste","Somerville","William",1813-06-01,"1 Jun 1813","","Doctr Sommerville, 12 Queen's Square near Russel Square, London [in pencil: 18 cadigan Place, Sloane Street]","MSB 8 / 329, Dep. c. 369, Bod, MS","","","SOMERVILLE57.xml"
SOMERVILLE58,"Biot","Jean-Baptiste","Somerville","Mary",1817-06-27,"27 Jun 1817","","Mistress Sommerville 12 queen's square London","MSB 8 / 331, Dep. c. 369, Bod, MS","","","SOMERVILLE58.xml"
SOMERVILLE59,"Biot","Jean-Baptiste","Somerville","Mary",1823-03-18,"18 Mar 1823","","Madame Sommerville, Londres [in pencil: with Capt (Sabine?)…]","MSB 8 /333, Dep. c. 369, Bod, MS","","","SOMERVILLE59.xml"
SOMERVILLE60,"Biot","Jean-Baptiste","Somerville","Mary",1832-05-23,"23 May 1832","","Madame M Somerville, Royal Hospital Chelsea, Chelsea near London","MSB 8 / 335, Dep. c. 369, Bod, MS","","","SOMERVILLE60.xml"
SOMERVILLE61,"Biot","Jean-Baptiste","Somerville","Mary",1833-05-05,"5 May 1833","","Madame M Somerville, rue de la Ferme des mathusins no 11, Paris","MSB 8 / 337, Dep. c. 369, Bod, MS","","","SOMERVILLE61.xml"
SOMERVILLE62,"Birckbeck","George","Somerville","Mary",1834-05-17,"17 May 1834","","Mrs Somerville Chelsea Hospital","MSB 9 / 339, Dep. c. 369, Bod, MS","","","SOMERVILLE62.xml"
SOMERVILLE63,"Boole","George","Somerville","Mary",1848-04-26,"26 Apr 1848","","","MSB 9 / 346, Dep. c. 369, Bod, MS","","","SOMERVILLE63.xml"
SOMERVILLE64,"Somerville","Mary","Bouvard","Alexis",1829-11-27,"27 Nov 1829","Royal Hospital Chelsea","L'observatoire Royal a Paris","NAF 1308 / 98, Bibliothèque nationale de France","","","SOMERVILLE64.xml"
SOMERVILLE65,"Bouvard","","Somerville","William?",1831-09-06,"6 Sep 1831","","","MSB 10 / 349, Dep. c. 369, Bod, MS","","","SOMERVILLE65.xml"
SOMERVILLE66,"Bouvard","Alexis","Somerville","Mary",1832-11-26,"26 Nov 1832","","","MSB 10 / 351, Dep. c. 369, Bod, MS","","","SOMERVILLE66.xml"
SOMERVILLE67,"Bouvard","Alexis","Somerville","William",1832-09-25,"25 Sep 1832","","Monsieur le docteur Sommerville, Hotel du rhin, place vendome, Paris","MSB 10 / 354, Dep. c. 369, Bod, MS","","","SOMERVILLE67.xml"
SOMERVILLE68,"Brewster","David","Somerville","Mary",1834-01-10,"10 Jan 1834","","","MSB 11 / 355, Dep. c. 369, Bod, MS","","","SOMERVILLE68.xml"
SOMERVILLE69,"Brewster","David","Somerville","William",1844-02-29,"29 Feb 1844","","","MSB 11 / 357, Dep. c. 369, Bod, MS","","","SOMERVILLE69.xml"
SOMERVILLE70,"Brewster","David","Somerville","Mary",1840-04-29,"29 Apr 184?","","","MSB 11 / 359, Dep. c. 369, Bod, MS","","","SOMERVILLE70.xml"
SOMERVILLE71,"Broderip","William J","Somerville","Mary",1832-03-15,"15 Mar 1832","","","MSB 12 / 367, Dep. c. 369, Bod, MS","","","SOMERVILLE71.xml"
SOMERVILLE72,"Bowditch","Henry Ingersoll","Somerville","Mary",1834-02-24,"24 Feb 1834","","Mrs Somerville to the care of Dr Somerville surgeon of the Royal Chelsea Hosp, Chelsea","MSB 12 / 374, Dep. c. 369, Bod, MS","","","SOMERVILLE72.xml"
SOMERVILLE73,"Bowditch","Henry Ingersoll","Somerville","Mary",1835-04-16,"16 Apr 1835","","Mrs Somerville at Dr Somerville's , Chelsea","MSB 12 / 376, Dep. c. 369, Bod, MS","","","SOMERVILLE73.xml"
SOMERVILLE74,"Bowditch","Henry Ingersoll","Somerville","William",1836-09-28,"28 Sep 1836","","Dr Somerville, Surgeon of Chelsea Hospital, Chelsea","MSB 12 / 378, Dep. c. 369, Bod, MS","","","SOMERVILLE74.xml"
SOMERVILLE75,"Bowditch","Henry Ingersoll","Somerville","Mary",1838-05-05,"5 May 1838","","Mrs Somerville, to the care of Dr Somerville , Chelsea Hopsital, near London, Liverpool Packet of May 16th","MSB 12 / 380, Dep. c. 369, Bod, MS","","","SOMERVILLE75.xml"
SOMERVILLE76,"Bowditch","Nathaniel","Somerville","Mary",1832-06-06,"6 Jun 1832","","Mrs Mary Somerville, Royal Hospital Chelsea, England","MSB 12 / 382, Dep. c. 369, Bod, MS","","","SOMERVILLE76.xml"
SOMERVILLE77,"Bowditch","Nathaniel","Somerville","Mary",1835-05-21,"21 May 1835","","","MSB 12 / 384, Dep. c. 369, Bod, MS","","","SOMERVILLE77.xml"
SOMERVILLE78,"Young","Alex","Somerville","Mary",1838-05-03,"3 May 1838","","Mrs Mary Somerville, to the care of Dr Somerville, Chelsea","MSB 12 / 386, Dep. c. 369, Bod, MS","","","SOMERVILLE78.xml"
SOMERVILLE79,"Brougham","Henry","Somerville","Mary",1834-01-01,"[PENCIL: 1834]","","","MSB 13 / 395, Dep. c. 369, Bod, MS","","","SOMERVILLE79.xml"
SOMERVILLE80,"Brougham","Henry","Somerville","William",1827-03-27,"27 Mar 1827","","","Printed in Personal Recollections, from Early Life to Old Age, of Mary Somerville, 1873.","","","SOMERVILLE80.xml"
SOMERVILLE81,"Brougham","Henry","Somerville","William",1833-09-16,"16 Sep 1833","","Dr Somerville","MSB 13 / 394, Dep. c. 369, Bod, MS","","","SOMERVILLE81.xml"
SOMERVILLE82,"Brougham","Henry","Somerville","Mary",1840-09-26,"26 Sep 1840","","","MSB 13 / 400, Dep. c. 369, Bod, MS","","","SOMERVILLE82.xml"
SOMERVILLE83,"Brougham","Henry","Somerville","Mary",1840-03-17,"17 Mar 184?","","Mrs Somerville, Rome","MSB 13 / 401, Dep. c. 369, Bod, MS","","","SOMERVILLE83.xml"
SOMERVILLE84,"Brougham","Henry","Somerville","Mary",1841-06-27,"27 Jun 1841","","","MSB 13 / 403, Dep. c. 369, Bod, MS","","","SOMERVILLE84.xml"
SOMERVILLE85,"Brougham","Henry","Somerville","Mary",1849-02-13,"13 Feb 1849","","","MSB 13 / 404, Dep. c. 369, Bod, MS","","","SOMERVILLE85.xml"
SOMERVILLE86,"Brougham","Henry","Somerville","Mary",1849-02-14,"14/02/(1849?)","","","MSB 13 / 406, Dep. c. 369, Bod, MS","","","SOMERVILLE86.xml"
SOMERVILLE87,"Brougham","Henry","Somerville","Mary",1855-01-19,"19 ? 1855","","","MSB 13 / 409, Dep. c. 369, Bod, MS","","","SOMERVILLE87.xml"
SOMERVILLE88,"Brougham","Henry","Somerville","Mary",1855-01-31,"31 ? 1855","","","MSB 13 / 411, Dep. c. 369, Bod, MS","","","SOMERVILLE88.xml"
SOMERVILLE89,"Brougham","Henry","Somerville","Mary",1860-07-07,"7 Jul 1860","","","MSB 13 / 413, Dep. c. 369, Bod, MS","","","SOMERVILLE89.xml"
SOMERVILLE90,"Buckland","William","Somerville","Mary",1832-01-29,"29 Jan 1832","","","MSB 15 / 426, Dep. c. 369, Bod, MS","","","SOMERVILLE90.xml"
SOMERVILLE91,"Buckland","William","Herschel","John",1828-01-01,"(1828?)","","","HS 4.322, RS","","","SOMERVILLE91.xml"
SOMERVILLE92,"Bunbury","Henry","Somerville","William",1827-12-19,"19 Dec 1827","","Dr Somerville, Chelsea College, London","MSB 15 / 429, Dep. c. 369, Bod, MS","","","SOMERVILLE92.xml"
SOMERVILLE93,"Bunbury","Henry","Somerville","Mary",1830-06-27,"27 Jun 183? [postmark obscured]","","","MSB 15 / 431, Dep. c. 369, Bod, MS","","","SOMERVILLE93.xml"
SOMERVILLE94,"Bunbury","Henry","Somerville","Mary",1835-05-31,"31 May 1835","","Mrs Somerville, Chelsea College, nr London","MSB 15 / 432, Dep. c. 369, Bod, MS","","","SOMERVILLE94.xml"
SOMERVILLE95,"Butler","Josephine E","Somerville","Mary",1869-02-09,"9 Feb 1869","","","MSB 15 / 434, Dep. c. 369, Bod, MS","","","SOMERVILLE95.xml"
SOMERVILLE96,"Butler","Josephine E","Somerville","Mary",1869-03-12,"12 Mar 1869","","","MSB 15 / 435, Dep. c. 369, Bod, MS","","","SOMERVILLE96.xml"
SOMERVILLE97,"Butler","Josephine E","Somerville","Mary",1771-04-22,"n.d","","","MSB 15 / 436, Dep. c. 369, Bod, MS","","","SOMERVILLE97.xml"
SOMERVILLE98,"Byron","Ada","Somerville","Mary",1771-04-22,"n.d","Fordhook, Acton","","MSBY 2 / 28, Dep. c. 367, Bod, MS","","","SOMERVILLE98.xml"
SOMERVILLE99,"Byron","Ada","Somerville","Mary",1771-10-13,"13 Oct ????","Fordhook, Acton","Mrs Somerville, Chelsea Hospital, Chelsea","MSBY 2 / 29, Dep. c. 367, Bod, MS","","","SOMERVILLE99.xml"
SOMERVILLE100,"Byron","Ada","Somerville","Mary",1771-01-05,"Saturday","","Mrs Somerville, Chelsea Hospital","MSBY 2 / 30, Dep. c. 367, Bod, MS","","","SOMERVILLE100.xml"
SOMERVILLE101,"Byron","Ada","Somerville","Mary",1771-02-20,"20 Feb ????","Fordhook","","MSBY 2 / 31, Dep. c. 367, Bod, MS","","","SOMERVILLE101.xml"
SOMERVILLE102,"Byron","Ada","Somerville","Mary",1771-01-21,"Sunday 21st","10 Wimpole St","","MSBY 2 / 32, Dep. c. 367, Bod, MS","","","SOMERVILLE102.xml"
SOMERVILLE103,"Byron","Ada","Somerville","Mary",1771-04-22,"Thursday Morning","London","","MSBY 2 / 33, Dep. c. 367, Bod, MS","","","SOMERVILLE103.xml"
SOMERVILLE104,"Byron","Ada","Somerville","Mary",1771-04-22,"Thursday Morning","Fordhook","Mrs Somerville, Chelsea Hospital, Chelsea","MSBY 2 / 34, Dep. c. 367, Bod, MS","","","SOMERVILLE104.xml"
SOMERVILLE105,"Byron","Ada","Somerville","Mary",1834-02-28,"28 Feb 1834","Fordhook","Mrs Somerville, Chelsea Hospital, Chelsea","MSBY 2 / 37, Dep. c. 367, Bod, MS","","","SOMERVILLE105.xml"
SOMERVILLE106,"Byron","Ada","Somerville","Mary",1834-05-17,"17 May 1834","Fordhook, Acton","Mrs Somerville, Chelsea Hospital, Chelsea","MSBY 2 / 39, Dep. c. 367, Bod, MS","","","SOMERVILLE106.xml"
SOMERVILLE107,"Byron","Ada","Somerville","Mary",1834-06-08,"8 Jun 1834","","Mrs Somerville, Chelsea Hospital","MSBY 2 / 38, Dep. c. 367, Bod, MS","","","SOMERVILLE107.xml"
SOMERVILLE108,"Byron","Ada","Somerville","Mary",1834-11-05,"5 Nov 1834","Fordhook","Mrs Somerville, Chelsea Hospital, Chelsea","MSBY 2 / 44, Dep. c. 367, Bod, MS","","","SOMERVILLE108.xml"
SOMERVILLE109,"Byron","Ada","Somerville","Mary",1834-11-08,"8 Nov 1834","Fordhook","Mrs Somerville","MSBY 2 / 42, Dep. c. 367, Bod, MS","","","SOMERVILLE109.xml"
SOMERVILLE110,"Byron","Ada","Somerville","Mary",1834-11-13,"13 Nov 1834","Fordhook","Mrs Somerville, Chelsea Hospital, Chelsea","MSBY 2 / 41, Dep. c. 367, Bod, MS","","","SOMERVILLE110.xml"
SOMERVILLE111,"Byron","Ada","Somerville","Mary",1834-11-26,"26 Nov 1834","Fordhook","Mrs Somerville, Chelsea Hospital, Chelsea","MSBY 2 / 45, Dep. c. 367, Bod, MS","","","SOMERVILLE111.xml"
SOMERVILLE112,"Byron","Ada","Somerville","Mary",1835-03-19,"19 Mar 1835","Fordhook","Mrs Somerville, Chelsea Hospital, Chelsea","MSBY 2 / 40, Dep. c. 367, Bod, MS","","","SOMERVILLE112.xml"
SOMERVILLE113,"Byron","Ada","Somerville","Mary",1835-04-04,"4 Apr 1835","Brunswick Hotel, Brighton","Mrs Somerville, Chelsea Hospital, Chelsea, London","MSBY 2 / 35, Dep. c. 367, Bod, MS","","","SOMERVILLE113.xml"
SOMERVILLE114,"(King)","Ada Byron","Somerville","Mary",1771-04-22,"n.d","","Mrs Somerville, Chelsea College","MSBY 3 / 47, Dep. c. 367, Bod, MS","","","SOMERVILLE114.xml"
SOMERVILLE115,"(King)","Ada Byron","Somerville","William",1800-03-16,"16 Mar 18??","Ockham","Dr Somerville M. D., Chelsea Hospital","MSBY 3 / 48, Dep. c. 367, Bod, MS","","","SOMERVILLE115.xml"
SOMERVILLE116,"(King)","Ada Byron","Somerville","Mary",1771-01-06,"Sunday","St James Sq","","MSBY 3 / 49, Dep. c. 367, Bod, MS","","","SOMERVILLE116.xml"
SOMERVILLE117,"(King)","Ada Byron","Somerville","Mary",1800-07-13,"13 Jul 18??","Ockham","","MSBY 3 / 50, Dep. c. 367, Bod, MS","","","SOMERVILLE117.xml"
SOMERVILLE118,"(King)","Ada Byron","Somerville","Mary",1800-02-28,"28 Feb 18??","","","MSBY 3 / 69, Dep. c. 367, Bod, MS","","","SOMERVILLE118.xml"
SOMERVILLE119,"(King)","Ada Byron","Somerville","Mary",1771-04-22,"n.d","","","MSBY 3 / 68, Dep. c. 367, Bod, MS","","","SOMERVILLE119.xml"
SOMERVILLE120,"(King)","Ada Byron","Somerville","Mary",1835-07-15,"15 Jul 1835","Ockham Park","Mrs Somerville","MSBY 3 / 61, Dep. c. 367, Bod, MS","","","SOMERVILLE120.xml"
SOMERVILLE121,"(King)","Ada Byron","Somerville","Mary",1835-08-12,"12 Aug 1835","","","MSBY 3 / 60, Dep. c. 367, Bod, MS","","","SOMERVILLE121.xml"
SOMERVILLE122,"(King)","Ada Byron","Somerville","Mary",1835-11-01,"1 Nov 1835","Ockham Park","","MSBY 3 / 54, Dep. c. 367, Bod, MS","","","SOMERVILLE122.xml"
SOMERVILLE123,"(King)","Ada Byron","Somerville","Mary",1835-11-18,"18 Nov 1835","Ockham Park","","MSBY 3 / 53, Dep. c. 367, Bod, MS","","","SOMERVILLE123.xml"
SOMERVILLE124,"(King)","Ada Byron","Somerville","Mary",1835-12-13,"13 Dec 1835","Ockham Park","","MSBY 3 / 52, Dep. c. 367, Bod, MS","","","SOMERVILLE124.xml"
SOMERVILLE125,"(King)","Ada Byron","Somerville","Mary",1835-12-16,"16 Dec 1835","Ockham","","MSBY 3 / 51, Dep. c. 367, Bod, MS","","","SOMERVILLE125.xml"
SOMERVILLE126,"(King)","Ada Byron","Somerville","Mary",1836-02-10,"10 Feb 1836","","","MSBY 3 / 66, Dep. c. 367, Bod, MS","","","SOMERVILLE126.xml"
SOMERVILLE127,"(King)","Ada Byron","Somerville","Mary",1836-02-16,"16 Feb 1836","Ockham","","MSBY 3 / 67, Dep. c. 367, Bod, MS","","","SOMERVILLE127.xml"
SOMERVILLE128,"(King)","Ada Byron","Somerville","Mary",1836-03-25,"25 Mar 1836","Ockham Park","","MSBY 3 / 70, Dep. c. 367, Bod, MS","","","SOMERVILLE128.xml"
SOMERVILLE129,"(King)","Ada Byron","Somerville","Mary",1836-04-10,"10 Apr 1836","Ockham","","MSBY 3 / 71, Dep. c. 367, Bod, MS","","","SOMERVILLE129.xml"
SOMERVILLE130,"(King)","Ada Byron","Somerville","Mary",1836-11-22,"22 Nov 1836","","","MSBY 3 / 72, Dep. c. 367, Bod, MS","","","SOMERVILLE130.xml"
SOMERVILLE131,"(King)","Ada Byron","Somerville","Mary",1836-12-02,"2 Dec 1836","","","MSBY 3 / 74, Dep. c. 367, Bod, MS","","","SOMERVILLE131.xml"
SOMERVILLE132,"(King)","Ada Byron","Somerville","Mary",1836-12-11,"11 Dec 1836","","","MSBY 3 / 73, Dep. c. 367, Bod, MS","","","SOMERVILLE132.xml"
SOMERVILLE133,"(King)","Ada Byron","Somerville","Mary",1837-01-01,"1837","","","MSBY 3 / 62, Dep. c. 367, Bod, MS","","","SOMERVILLE133.xml"
SOMERVILLE134,"(King)","Ada Byron","Somerville","Mary",1837-01-28,"28 Jan 1837","","","MSBY 3 / 63, Dep. c. 367, Bod, MS","","","SOMERVILLE134.xml"
SOMERVILLE135,"(King)","Ada Byron","Somerville","Mary",1837-02-05,"5 Feb 1837","","","MSBY 3 / 65, Dep. c. 367, Bod, MS","","","SOMERVILLE135.xml"
SOMERVILLE136,"(King)","Ada Byron","Somerville","Mary",1837-06-22,"22 Jun 1837","Ashley-Combe","","MSBY 3 / 76, Dep. c. 367, Bod, MS","","","SOMERVILLE136.xml"
SOMERVILLE137,"Children","John George","Somerville","Mary",1831-12-23,"23 Dec 1831","","","MSDIP-2, Dep. c. 375, Bod, MS","","","SOMERVILLE137.xml"
SOMERVILLE138,"Children","John George","Somerville","Mary",1835-02-24,"24 Feb 1835","","","MSDIP-2, Dep. c. 375, Bod, MS","","","SOMERVILLE138.xml"
SOMERVILLE139,"Dana","James Dwight?","Somerville","Mary",1860-07-27,"27 Jul 1860","","","MSD 1 / 93, Dep. c. 370, Bod, MS","","","SOMERVILLE139.xml"
SOMERVILLE140,"Darwin","Charles","Somerville","Mary",1771-01-21,"21 Jan ????","","","MSD 1 / 94, Dep. c. 370, Bod, MS","","","SOMERVILLE140.xml"
SOMERVILLE141,"Darwin","Charles","Lyell","Mary",1771-04-22,"n.d","","","MSD 1 / 96, Dep. c. 370, Bod, MS","","","SOMERVILLE141.xml"
SOMERVILLE142,"DAVID","","madam","",1771-04-22,"n.d","","","MSD 1 / 99, Dep. c. 370, Bod, MS","","","SOMERVILLE142.xml"
