id,sender_surname,sender_forename,recipient_surname,recipient_forename,sorting_date,date,sender_address,recipient_address,source,languages, extent, filename
LINNEAN44,"Fraser","James","Smith","Sir James Edward",1794-04-11,"11/14 Apr 1794","","","GB-110/JES/ADD/33, The Linnean Society of London","eng","","LINNEAN44.xml"
LINNEAN45,"Fraser","John","Smith","Sir James Edward",1817-04-03,"3 Apr 1817","Charleston, South Carolina","","GB-110/JES/ADD/34, The Linnean Society of London","eng","","LINNEAN45.xml"
LINNEAN46,"Fynney","Fielding Best","Smith","Sir James Edward",1802-07-17,"17 Jul 1802","Leek, Staffordshire","London","GB-110/JES/ADD/35, The Linnean Society of London","eng","","LINNEAN46.xml"
LINNEAN47,"Gage","Sir Thomas","Smith","Sir James Edward",1800-01-01,"[1800-1813]","","","GB-110/JES/ADD/36, The Linnean Society of London","eng","","LINNEAN47.xml"
LINNEAN48,"Gage","Sir Thomas","Smith","Sir James Edward",1806-01-01,"[1806]","London","","GB-110/JES/ADD/37, The Linnean Society of London","eng","","LINNEAN48.xml"
LINNEAN49,"Greenough","George Bellas","Smith","Sir James Edward",1820-02-28,"28 Feb 1820","London","","GB-110/JES/ADD/38, The Linnean Society of London","eng","","LINNEAN49.xml"
LINNEAN50,"Hoffmann","Georg Franz","Smith","Sir James Edward",1810-12-25,"25 Dec 1810","Moscow, Russia","","GB-110/JES/ADD/39, The Linnean Society of London","lat","","LINNEAN50.xml"
LINNEAN51,"Bicheno","James Ebenezer","Forster","Edward",1823-12-17,"17 Dec 1823","London","","GB-110/JES/ADD/4, The Linnean Society of London","eng","","LINNEAN51.xml"
LINNEAN52,"Hosack","David","Smith","Sir James Edward",1823-06-06,"6 Jun 1823","New York, New York","London","GB-110/JES/ADD/40, The Linnean Society of London","eng","","LINNEAN52.xml"
LINNEAN53,"Hoy","James Barlow","Smith","Sir James Edward",1789-12-28,"28 Dec 1789","Elgin, Scotland","","GB-110/JES/ADD/41, The Linnean Society of London","eng","","LINNEAN53.xml"
LINNEAN54,"Hoy","James Barlow","Smith","Sir James Edward",1791-11-18,"18 Nov 1791","Elgin, Scotland","London","GB-110/JES/ADD/42, The Linnean Society of London","eng","","LINNEAN54.xml"
LINNEAN55,"Ives","Frances","Smith","Sir James Edward",1814-01-01,"[1814-1828]","","","GB-110/JES/ADD/43, The Linnean Society of London","eng","","LINNEAN55.xml"
LINNEAN56,"Jackson","George","Smith","Sir James Edward",1803-01-01,"[1803-1811]","","Norwich, Norfolk","GB-110/JES/ADD/44, The Linnean Society of London","eng","","LINNEAN56.xml"
LINNEAN57,"Kerrick","","Smith","Sir James Edward",1818-10-12,"12 Oct 1818","Harleston, Norfolk","","GB-110/JES/ADD/45, The Linnean Society of London","eng","","LINNEAN57.xml"
LINNEAN58,"Knight","Thomas Andrew","Smith","Sir James Edward",1817-07-16,"[16 Jul 1817]","","London","GB-110/JES/ADD/46, The Linnean Society of London","eng","","LINNEAN58.xml"
LINNEAN59,"Knight","Thomas Andrew","Smith","Sir James Edward",1818-03-21,"21 Mar 1818","Downton, Wiltshire","Cambridge, Cambridgeshire","GB-110/JES/ADD/47, The Linnean Society of London","eng","","LINNEAN59.xml"
LINNEAN60,"Laskey","James","Smith","Sir James Edward",1801-05-01,"May 1801","Crediton, Devon","London","GB-110/JES/ADD/48, The Linnean Society of London","eng","","LINNEAN60.xml"
LINNEAN61,"Latham","John","Smith","Sir James Edward",1791-04-22,"22 Apr 1791","Dartford, Kent","London","GB-110/JES/ADD/49, The Linnean Society of London","eng","","LINNEAN61.xml"
LINNEAN62,"Bingley","William","Smith","Sir James Edward",1817-07-19,"19 Jul 1817","London","","GB-110/JES/ADD/5, The Linnean Society of London","eng","","LINNEAN62.xml"
LINNEAN63,"Latham","John","Smith","Sir James Edward",1796-01-29,"29 Jan 1796","Dartford, Kent","","GB-110/JES/ADD/50, The Linnean Society of London","eng","","LINNEAN63.xml"
LINNEAN64,"Lee","James","Smith","Sir James Edward",1810-01-01,"[1810]","London","","GB-110/JES/ADD/51, The Linnean Society of London","eng","","LINNEAN64.xml"
LINNEAN65,"Loring","H L A","Smith","Sir James Edward",1821-08-30,"30 Aug 1821","Calcutta, India","Norwich, Norfolk","GB-110/JES/ADD/52, The Linnean Society of London","eng","","LINNEAN65.xml"
LINNEAN66,"Marsham","Thomas","Smith","Sir James Edward",1786-09-01,"1 Sep 1786","London","Paris, France","GB-110/JES/ADD/53, The Linnean Society of London","eng","","LINNEAN66.xml"
LINNEAN67,"Marsham","Thomas","Smith","Sir James Edward",1786-09-21,"21 Sep 1786","London","Paris, France","GB-110/JES/ADD/54, The Linnean Society of London","eng","","LINNEAN67.xml"
LINNEAN68,"Marsham","Thomas","Smith","Sir James Edward",1787-03-05,"5 Mar 1787","London","Milan, Italy","GB-110/JES/ADD/55, The Linnean Society of London","eng","","LINNEAN68.xml"
LINNEAN69,"Marsham","Thomas","Smith","Sir James Edward",1794-08-09,"9 Aug 1794","London","","GB-110/JES/ADD/56, The Linnean Society of London","eng","","LINNEAN69.xml"
LINNEAN70,"Marsham","Thomas","Smith","Sir James Edward",1796-02-05,"5 Feb 1796","London","","GB-110/JES/ADD/57, The Linnean Society of London","eng","","LINNEAN70.xml"
LINNEAN71,"Marsham","Thomas","Smith","Sir James Edward",1796-09-22,"22 Sep 1796","London","","GB-110/JES/ADD/58, The Linnean Society of London","eng","","LINNEAN71.xml"
LINNEAN72,"Marsham","Thomas","Smith","Sir James Edward",1796-09-28,"28 Sep 1796","London","","GB-110/JES/ADD/59, The Linnean Society of London","eng","","LINNEAN72.xml"
LINNEAN73,"Borrer","William","Smith","Sir James Edward",1813-02-25,"25 Feb 1813","","","GB-110/JES/ADD/6, The Linnean Society of London","eng","","LINNEAN73.xml"
LINNEAN74,"Marsham","Thomas","Smith","Sir James Edward",1796-12-24,"24 Dec 1796","London","","GB-110/JES/ADD/60, The Linnean Society of London","eng","","LINNEAN74.xml"
LINNEAN75,"Marsham","Thomas","Smith","Sir James Edward",1797-01-29,"29 Jan 1797","London","","GB-110/JES/ADD/61, The Linnean Society of London","eng","","LINNEAN75.xml"
LINNEAN76,"Marsham","Thomas","Smith","Sir James Edward",1797-06-26,"26 Jun 1797","London","","GB-110/JES/ADD/62, The Linnean Society of London","eng","","LINNEAN76.xml"
LINNEAN77,"Marsham","Thomas","Smith","Sir James Edward",1797-07-20,"20 Jul 1797","London","","GB-110/JES/ADD/63, The Linnean Society of London","eng","","LINNEAN77.xml"
LINNEAN78,"Marsham","Thomas","Smith","Sir James Edward",1797-08-04,"4 Aug 1797","London","","GB-110/JES/ADD/64, The Linnean Society of London","eng","","LINNEAN78.xml"
LINNEAN79,"Marsham","Thomas","Smith","Sir James Edward",1798-10-27,"27 Oct 1798","London","","GB-110/JES/ADD/65, The Linnean Society of London","eng","","LINNEAN79.xml"
LINNEAN80,"Marsham","Thomas","Smith","Sir James Edward",1798-12-10,"10 Dec 1798","London","","GB-110/JES/ADD/66, The Linnean Society of London","eng","","LINNEAN80.xml"
LINNEAN81,"Marsham","Thomas","Smith","Sir James Edward",1798-12-18,"18 Dec 1798","London","","GB-110/JES/ADD/67, The Linnean Society of London","eng","","LINNEAN81.xml"
LINNEAN82,"Marsham","Thomas","Smith","Sir James Edward",1801-04-25,"25 Apr 1801","","","GB-110/JES/ADD/68, The Linnean Society of London","eng","","LINNEAN82.xml"
LINNEAN83,"Marsham","Thomas","Smith","Sir James Edward",1811-01-15,"15 Jan 1811","London","","GB-110/JES/ADD/69, The Linnean Society of London","eng","","LINNEAN83.xml"
LINNEAN84,"Borrer","William","Smith","Sir James Edward",1823-12-08,"8 Dec 1823","Henfield, Sussex","","GB-110/JES/ADD/7, The Linnean Society of London","eng","","LINNEAN84.xml"
LINNEAN85,"Marsham","Thomas","Smith","Sir James Edward",1811-08-17,"17 Aug 1811","London","","GB-110/JES/ADD/70, The Linnean Society of London","eng","","LINNEAN85.xml"
LINNEAN86,"Martin","Matthew","Smith","Sir James Edward",1792-10-22,"22 Oct 1792","Dawlish, Devon","London","GB-110/JES/ADD/71, The Linnean Society of London","eng","","LINNEAN86.xml"
LINNEAN87,"Martyn","Thomas","Smith","Sir James Edward",1821-03-09,"9 Mar 1821","Cambridge, Cambridgeshire","Norwich, Norfolk","GB-110/JES/ADD/72, The Linnean Society of London","eng","","LINNEAN87.xml"
LINNEAN88,"Martyn","Thomas","Smith","Sir James Edward",1821-11-16,"16 Nov 1821","Cambridge, Cambridgeshire","Norwich, Norfolk","GB-110/JES/ADD/73, The Linnean Society of London","eng","","LINNEAN88.xml"
LINNEAN89,"Meyer","Georg Friedrich Wilhelm","Smith","Sir James Edward",1822-03-17,"17 Mar 1822","Hanover, Germany","","GB-110/JES/ADD/74, The Linnean Society of London","eng","","LINNEAN89.xml"
LINNEAN90,"Meyer","Georg Friedrich Wilhelm","Smith","Sir James Edward",1818-11-10,"10 Nov 1818","Hanover, Germany","","GB-110/JES/ADD/75, The Linnean Society of London","eng","","LINNEAN90.xml"
LINNEAN91,"Mitchill","Samuel Latham","Smith","Sir James Edward",1813-12-31,"31 Dec 1813","New York, New York","London","GB-110/JES/ADD/76, The Linnean Society of London","eng","","LINNEAN91.xml"
LINNEAN92,"Muhlenberg","Gotthilf Heinrich Ernst","Smith","Sir James Edward",1794-06-12,"12 Jun 1794","Lancaster, Pennsylvania","","GB-110/JES/ADD/77, The Linnean Society of London","eng","","LINNEAN92.xml"
LINNEAN93,"Pitchford","John","Smith","Sir James Edward",1794-01-01,"[c 1794]","","","GB-110/JES/ADD/78, The Linnean Society of London","eng","","LINNEAN93.xml"
LINNEAN94,"Pulteney","Richard","Smith","Sir James Edward",1786-01-01,"[1786-1801]","","","GB-110/JES/ADD/79, The Linnean Society of London","eng","","LINNEAN94.xml"
LINNEAN95,"Brodie","James","Smith","Sir James Edward",1809-01-28,"28 Jan 1809","Forres, Elginshire","","GB-110/JES/ADD/8, The Linnean Society of London","eng","","LINNEAN95.xml"
LINNEAN96,"Purton","Thomas","Smith","Sir James Edward",1822-07-12,"12 Jul 1822","Alcester, Warwickshire","Norwich, Norfolk","GB-110/JES/ADD/80, The Linnean Society of London","eng","","LINNEAN96.xml"
LINNEAN97,"Purton","Thomas","Smith","Sir James Edward",1824-09-03,"3 Sep 1824","Alcester, Warwickshire","Norwich, Norfolk","GB-110/JES/ADD/81, The Linnean Society of London","eng","","LINNEAN97.xml"
LINNEAN98,"Purton","Thomas","Smith","Sir James Edward",1824-12-22,"22 Dec 1824","Alcester, Warwickshire","Norwich, Norfolk","GB-110/JES/ADD/82, The Linnean Society of London","eng","","LINNEAN98.xml"
LINNEAN99,"Rafinesque","Constantine Samuel","Smith","Sir James Edward",1814-09-20,"20 Sep 1814","Palermo, Sicily","","GB-110/JES/ADD/83, The Linnean Society of London","eng","","LINNEAN99.xml"
LINNEAN100,"Relhan","Richard","Smith","Sir James Edward",1800-09-05,"5 Sep 1800","Cambridge, Cambridgeshire","","GB-110/JES/ADD/84, The Linnean Society of London","eng","","LINNEAN100.xml"
LINNEAN101,"Robson","Edward","Smith","Sir James Edward",1793-07-01,"[Jul 1793]","Darlington, Durham","London","GB-110/JES/ADD/85, The Linnean Society of London","eng","","LINNEAN101.xml"
LINNEAN102,"Rottler","Johan Peter","Smith","Sir James Edward",1805-09-02,"2 Sep 1805","Veprey, India","Norwich, Norfolk","GB-110/JES/ADD/86, The Linnean Society of London","eng","","LINNEAN102.xml"
LINNEAN103,"Rottler","Johan Peter","Smith","Sir James Edward",1807-03-03,"3 Mar 1807","Veprey, India","","GB-110/JES/ADD/87, The Linnean Society of London","eng","","LINNEAN103.xml"
LINNEAN104,"Rottler","Johan Peter","Smith","Sir James Edward",1807-10-15,"15 Oct 1807","Veprey, India","Norwich, Norfolk","GB-110/JES/ADD/88, The Linnean Society of London","eng","","LINNEAN104.xml"
LINNEAN105,"Rowden","Frances Arabella","Smith","Sir James Edward",1803-01-01,"[1803-1814]","London","","GB-110/JES/ADD/89, The Linnean Society of London","eng","","LINNEAN105.xml"
LINNEAN106,"Brunton","William","Smith","Sir James Edward",1805-11-12,"12 Nov 1805","Ripon, Yorkshire","","GB-110/JES/ADD/9, The Linnean Society of London","eng","","LINNEAN106.xml"
LINNEAN107,"Sabine","Joseph","Smith","Sir James Edward",1823-11-07,"7 Nov 1823","London","","GB-110/JES/ADD/90, The Linnean Society of London","eng","","LINNEAN107.xml"
LINNEAN108,"Smith","Sir Andrew","Smith","Sir James Edward",1827-01-14,"14 Jan 1827","Cape Town, South Africa","Norwich, Norfolk","GB-110/JES/ADD/91, The Linnean Society of London","eng","","LINNEAN108.xml"
LINNEAN109,"Smith","Sir Andrew","Smith","Sir James Edward",1825-08-20,"20 Aug 1825","Cape of Good Hope, South Africa","London","GB-110/JES/ADD/92, The Linnean Society of London","eng","","LINNEAN109.xml"
LINNEAN110,"Smith","Sir James Edward","Brutelle","Charles Louis L'Héritier de",1788-06-13,"13 Jun 1788","London","Paris, France","GB-110/JES/ADD/93, The Linnean Society of London","eng","","LINNEAN110.xml"
LINNEAN111,"Smith","Sir James Edward","Ventenat","Étienne Pierre",1803-06-20,"20 Jun 1803","Norwich, Norfolk","","GB-110/JES/ADD/94, The Linnean Society of London","fre","","LINNEAN111.xml"
LINNEAN112,"Smith","Sir James Edward","Turner","Dawson",1815-09-03,"3 Sep 1815","Norwich, Norfolk","","GB-110/JES/ADD/95, The Linnean Society of London","eng","","LINNEAN112.xml"
LINNEAN113,"Sowerby","James","Smith","Sir James Edward",1800-01-01,"c 1800","","Norwich, Norfolk","GB-110/JES/ADD/96, The Linnean Society of London","eng","","LINNEAN113.xml"
LINNEAN114,"Stackhouse","John","Smith","Sir James Edward",1811-03-01,"Mar 1811","Bath, Somerset","","GB-110/JES/ADD/97, The Linnean Society of London","eng","","LINNEAN114.xml"
LINNEAN115,"Stackhouse","John","Smith","Sir James Edward",1815-01-01,"[1815]","","","GB-110/JES/ADD/98, The Linnean Society of London","eng","","LINNEAN115.xml"
LINNEAN116,"Steinhauer","Henry","Smith","Sir James Edward",1810-11-05,"5 Nov 1810","Fulneck, Yorkshire","Norwich, Norfolk","GB-110/JES/ADD/99, The Linnean Society of London","eng","","LINNEAN116.xml"
LINNEAN117,"Smith","Sir James Edward","Gurney","Anna",1821-01-01,"[1821-1825]","","","GB-110/JES/AG/1, The Linnean Society of London","eng","","LINNEAN117.xml"
LINNEAN118,"Gurney","Anna","Smith","Sir James Edward",1821-01-01,"[1821-1825]","Keswick, Norfolk","","GB-110/JES/AG/10, The Linnean Society of London","eng","","LINNEAN118.xml"
LINNEAN119,"Gurney","Anna","Smith","Sir James Edward",1821-01-01,"[1821-1825]","","","GB-110/JES/AG/11, The Linnean Society of London","eng","","LINNEAN119.xml"
LINNEAN120,"Gurney","Anna","Smith","Pleasance",1821-01-01,"[1821-1825]","","","GB-110/JES/AG/12, The Linnean Society of London","eng","","LINNEAN120.xml"
LINNEAN121,"Gurney","Anna","Smith","Sir James Edward",1821-01-01,"[1821-1825]","Northrepps, Norfolk","","GB-110/JES/AG/13, The Linnean Society of London","eng","","LINNEAN121.xml"
LINNEAN122,"Gurney","Anna","Smith","Sir James Edward",1821-01-01,"[1821-1825]","","","GB-110/JES/AG/14, The Linnean Society of London","eng","","LINNEAN122.xml"
LINNEAN123,"Gurney","Anna","Smith","Sir James Edward",1821-01-01,"[1821-1825]","","","GB-110/JES/AG/15, The Linnean Society of London","eng","","LINNEAN123.xml"
LINNEAN124,"Gurney","Anna","Smith","Sir James Edward",1822-01-01,"[1822]","Upton","Norwich, Norfolk","GB-110/JES/AG/16, The Linnean Society of London","eng","","LINNEAN124.xml"
LINNEAN125,"Gurney","Anna","Smith","Sir James Edward",1822-02-14,"14 Feb 1822","Keswick, Norfolk","","GB-110/JES/AG/17, The Linnean Society of London","eng","","LINNEAN125.xml"
LINNEAN126,"Gurney","Anna","Smith","Sir James Edward",1823-09-04,"4 Sep [1823]","","","GB-110/JES/AG/18, The Linnean Society of London","eng","","LINNEAN126.xml"
LINNEAN127,"Gurney","Anna","Drake","William Fitt",1828-05-30,"30 May [1828]","Northrepps, Norfolk","Norwich, Norfolk","GB-110/JES/AG/19, The Linnean Society of London","eng","","LINNEAN127.xml"
LINNEAN128,"Gurney","Anna","Smith","Sir James Edward",1821-01-01,"[1821-1825]","","","GB-110/JES/AG/2, The Linnean Society of London","eng","","LINNEAN128.xml"
LINNEAN129,"Gurney","Anna","Unknown","",1821-01-01,"[c 1821-1825]","","","GB-110/JES/AG/20, The Linnean Society of London","eng","","LINNEAN129.xml"
LINNEAN130,"Gurney","Anna","Unknown","",1821-01-01,"[c 1821-1825]","","","GB-110/JES/AG/21, The Linnean Society of London","eng","","LINNEAN130.xml"
LINNEAN131,"Gurney","Anna","Smith","Sir James Edward",1821-01-01,"[1821-1825]","Keswick, Norfolk","","GB-110/JES/AG/3, The Linnean Society of London","eng","","LINNEAN131.xml"
LINNEAN132,"Gurney","Anna","Smith","Sir James Edward",1821-01-01,"[1821-1825]","","","GB-110/JES/AG/4, The Linnean Society of London","eng","","LINNEAN132.xml"
LINNEAN133,"Gurney","Anna","Smith","Sir James Edward",1821-01-01,"[1821-1825]","","Norwich, Norfolk","GB-110/JES/AG/5, The Linnean Society of London","eng","","LINNEAN133.xml"
LINNEAN134,"Gurney","Anna","Smith","Sir James Edward",1821-01-01,"[1821-1825]","","","GB-110/JES/AG/6, The Linnean Society of London","eng","","LINNEAN134.xml"
LINNEAN135,"Gurney","Anna","Smith","Sir James Edward",1821-01-01,"[1821-1825]","","","GB-110/JES/AG/7, The Linnean Society of London","eng","","LINNEAN135.xml"
LINNEAN136,"Gurney","Anna","Smith","Sir James Edward",1821-01-01,"[1821-1825]","","","GB-110/JES/AG/8, The Linnean Society of London","eng","","LINNEAN136.xml"
LINNEAN137,"Gurney","Anna","Smith","Sir James Edward",1821-01-01,"[1821-1825]","Norwich, Norfolk","","GB-110/JES/AG/9, The Linnean Society of London","eng","","LINNEAN137.xml"
LINNEAN138,"Macleay","Alexander","Smith","Sir James Edward",1799-06-28,"28 Jun 1799","London","","GB-110/JES/AM/1, The Linnean Society of London","eng","","LINNEAN138.xml"
LINNEAN139,"Macleay","Alexander","Smith","Sir James Edward",1801-02-28,"28 Feb 1801","London","","GB-110/JES/AM/10, The Linnean Society of London","eng","","LINNEAN139.xml"
LINNEAN140,"Smith","Sir James Edward","Macleay","Alexander",1816-01-26,"26 Jan 1816","Norwich, Norfolk","","GB-110/JES/AM/100, The Linnean Society of London","eng","","LINNEAN140.xml"
LINNEAN141,"Macleay","Alexander","Smith","Sir James Edward",1816-02-02,"2 Feb 1816","London","","GB-110/JES/AM/101, The Linnean Society of London","eng","","LINNEAN141.xml"
LINNEAN142,"Smith","Sir James Edward","Macleay","Alexander",1816-02-04,"4 Feb 1816","Norwich, Norfolk","","GB-110/JES/AM/102, The Linnean Society of London","eng","","LINNEAN142.xml"
